test_id,base_code_id,base_language,base_task,base_domain,base_subdomain,similarity_score,clone_code_id,clone_language,clone_task,clone_domain,clone_subdomain,clone_type,clone_sub_type
clr9q_1_3_4,vu129,python,100 prisoners,Game Development,Puzzles,0.9884629,clr9q_1_3,python,15 puzzle game,Game Development,Puzzles,T1,Different Comments
clr9q_1_3_5,inmof,python,2048,Game Development,Puzzles,0.975467,clr9q_1_3,python,15 puzzle game,Game Development,Puzzles,T1,Different Comments
clr9q_1_4_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9998832,clr9q_1_4,python,15 puzzle game,Game Development,Puzzles,T1,Different Formatting
clr9q_1_4_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9998832,clr9q_1_4,python,15 puzzle game,Game Development,Puzzles,T1,Different Formatting
clr9q_1_4_3,vu129,python,100 prisoners,Game Development,Puzzles,0.9870528,clr9q_1_4,python,15 puzzle game,Game Development,Puzzles,T1,Different Formatting
clr9q_1_4_4,vu129,python,100 prisoners,Game Development,Puzzles,0.9870528,clr9q_1_4,python,15 puzzle game,Game Development,Puzzles,T1,Different Formatting
clr9q_1_4_5,inmof,python,2048,Game Development,Puzzles,0.9776765,clr9q_1_4,python,15 puzzle game,Game Development,Puzzles,T1,Different Formatting
clr9q_2_1_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9993845,clr9q_2_1,python,15 puzzle game,Game Development,Puzzles,T2,Different Variable Names
clr9q_2_1_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9993845,clr9q_2_1,python,15 puzzle game,Game Development,Puzzles,T2,Different Variable Names
clr9q_2_1_3,vu129,python,100 prisoners,Game Development,Puzzles,0.98765993,clr9q_2_1,python,15 puzzle game,Game Development,Puzzles,T2,Different Variable Names
clr9q_2_1_4,vu129,python,100 prisoners,Game Development,Puzzles,0.98765993,clr9q_2_1,python,15 puzzle game,Game Development,Puzzles,T2,Different Variable Names
clr9q_2_1_5,inmof,python,2048,Game Development,Puzzles,0.97731435,clr9q_2_1,python,15 puzzle game,Game Development,Puzzles,T2,Different Variable Names
clr9q_2_2_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9997375,clr9q_2_2,python,15 puzzle game,Game Development,Puzzles,T2,Different Data Types
clr9q_2_2_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9997375,clr9q_2_2,python,15 puzzle game,Game Development,Puzzles,T2,Different Data Types
clr9q_2_2_3,vu129,python,100 prisoners,Game Development,Puzzles,0.98811543,clr9q_2_2,python,15 puzzle game,Game Development,Puzzles,T2,Different Data Types
clr9q_2_2_4,vu129,python,100 prisoners,Game Development,Puzzles,0.98811543,clr9q_2_2,python,15 puzzle game,Game Development,Puzzles,T2,Different Data Types
clr9q_2_2_5,inmof,python,2048,Game Development,Puzzles,0.97593176,clr9q_2_2,python,15 puzzle game,Game Development,Puzzles,T2,Different Data Types
clr9q_2_3_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9996934,clr9q_2_3,python,15 puzzle game,Game Development,Puzzles,T2,Different Function Names
clr9q_2_3_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9996934,clr9q_2_3,python,15 puzzle game,Game Development,Puzzles,T2,Different Function Names
clr9q_2_3_3,vu129,python,100 prisoners,Game Development,Puzzles,0.9882514,clr9q_2_3,python,15 puzzle game,Game Development,Puzzles,T2,Different Function Names
clr9q_2_3_4,vu129,python,100 prisoners,Game Development,Puzzles,0.9882514,clr9q_2_3,python,15 puzzle game,Game Development,Puzzles,T2,Different Function Names
clr9q_2_3_5,inmof,python,2048,Game Development,Puzzles,0.9757842,clr9q_2_3,python,15 puzzle game,Game Development,Puzzles,T2,Different Function Names
clr9q_3_1_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.99970347,clr9q_3_1,python,15 puzzle game,Game Development,Puzzles,T3,Added Statements
clr9q_3_1_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.99970347,clr9q_3_1,python,15 puzzle game,Game Development,Puzzles,T3,Added Statements
clr9q_3_1_3,vu129,python,100 prisoners,Game Development,Puzzles,0.9884945,clr9q_3_1,python,15 puzzle game,Game Development,Puzzles,T3,Added Statements
clr9q_3_1_4,vu129,python,100 prisoners,Game Development,Puzzles,0.9884945,clr9q_3_1,python,15 puzzle game,Game Development,Puzzles,T3,Added Statements
clr9q_3_1_5,inmof,python,2048,Game Development,Puzzles,0.97530735,clr9q_3_1,python,15 puzzle game,Game Development,Puzzles,T3,Added Statements
clr9q_3_2_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.99890006,clr9q_3_2,python,15 puzzle game,Game Development,Puzzles,T3,Removed Statements
clr9q_3_2_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.99890006,clr9q_3_2,python,15 puzzle game,Game Development,Puzzles,T3,Removed Statements
clr9q_3_2_3,vu129,python,100 prisoners,Game Development,Puzzles,0.9834987,clr9q_3_2,python,15 puzzle game,Game Development,Puzzles,T3,Removed Statements
clr9q_3_2_4,vu129,python,100 prisoners,Game Development,Puzzles,0.9834987,clr9q_3_2,python,15 puzzle game,Game Development,Puzzles,T3,Removed Statements
clr9q_3_2_5,inmof,python,2048,Game Development,Puzzles,0.9796131,clr9q_3_2,python,15 puzzle game,Game Development,Puzzles,T3,Removed Statements
clr9q_3_3_1,vu129,python,100 prisoners,Game Development,Puzzles,0.99664843,clr9q_3_3,python,15 puzzle game,Game Development,Puzzles,T3,Reordered Statements
clr9q_3_3_2,vu129,python,100 prisoners,Game Development,Puzzles,0.99664843,clr9q_3_3,python,15 puzzle game,Game Development,Puzzles,T3,Reordered Statements
clr9q_3_3_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9901962,clr9q_3_3,python,15 puzzle game,Game Development,Puzzles,T3,Reordered Statements
clr9q_3_3_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9901962,clr9q_3_3,python,15 puzzle game,Game Development,Puzzles,T3,Reordered Statements
clr9q_3_3_5,inmof,python,2048,Game Development,Puzzles,0.96349967,clr9q_3_3,python,15 puzzle game,Game Development,Puzzles,T3,Reordered Statements
clr9q_3_4_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9953705,clr9q_3_4,python,15 puzzle game,Game Development,Puzzles,T3,Control Flow Modifications
clr9q_3_4_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9953705,clr9q_3_4,python,15 puzzle game,Game Development,Puzzles,T3,Control Flow Modifications
clr9q_3_4_3,vu129,python,100 prisoners,Game Development,Puzzles,0.9907289,clr9q_3_4,python,15 puzzle game,Game Development,Puzzles,T3,Control Flow Modifications
clr9q_3_4_4,vu129,python,100 prisoners,Game Development,Puzzles,0.9907289,clr9q_3_4,python,15 puzzle game,Game Development,Puzzles,T3,Control Flow Modifications
clr9q_3_4_5,inmof,python,2048,Game Development,Puzzles,0.97895646,clr9q_3_4,python,15 puzzle game,Game Development,Puzzles,T3,Control Flow Modifications
clr9q_4_1_1,vu129,python,100 prisoners,Game Development,Puzzles,0.99445397,clr9q_4_1,python,15 puzzle game,Game Development,Puzzles,T4,Same Language
clr9q_4_1_2,vu129,python,100 prisoners,Game Development,Puzzles,0.99445397,clr9q_4_1,python,15 puzzle game,Game Development,Puzzles,T4,Same Language
clr9q_4_1_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.989104,clr9q_4_1,python,15 puzzle game,Game Development,Puzzles,T4,Same Language
clr9q_4_1_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.989104,clr9q_4_1,python,15 puzzle game,Game Development,Puzzles,T4,Same Language
clr9q_4_1_5,inmof,python,2048,Game Development,Puzzles,0.9559649,clr9q_4_1,python,15 puzzle game,Game Development,Puzzles,T4,Same Language
clr9q_4_2_1,inmof,python,2048,Game Development,Puzzles,0.96140146,clr9q_4_2,go,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_2,inmof,python,2048,Game Development,Puzzles,0.96140146,clr9q_4_2,go,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.93409806,clr9q_4_2,go,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.93409806,clr9q_4_2,go,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_5,vu129,python,100 prisoners,Game Development,Puzzles,0.91927165,clr9q_4_2,go,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.97947675,clr9q_4_2,java,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.97947675,clr9q_4_2,java,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_3,inmof,python,2048,Game Development,Puzzles,0.9699888,clr9q_4_2,java,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_4,inmof,python,2048,Game Development,Puzzles,0.9699888,clr9q_4_2,java,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_5,vu129,python,100 prisoners,Game Development,Puzzles,0.9676274,clr9q_4_2,java,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.98748034,clr9q_4_2,javascript,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.98748034,clr9q_4_2,javascript,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_3,vu129,python,100 prisoners,Game Development,Puzzles,0.9829269,clr9q_4_2,javascript,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_4,vu129,python,100 prisoners,Game Development,Puzzles,0.9829269,clr9q_4_2,javascript,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_5,inmof,python,2048,Game Development,Puzzles,0.9714515,clr9q_4_2,javascript,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9804567,clr9q_4_2,php,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9804567,clr9q_4_2,php,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_3,inmof,python,2048,Game Development,Puzzles,0.9796445,clr9q_4_2,php,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_4,inmof,python,2048,Game Development,Puzzles,0.9796445,clr9q_4_2,php,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_5,vu129,python,100 prisoners,Game Development,Puzzles,0.9633892,clr9q_4_2,php,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_1,inmof,python,2048,Game Development,Puzzles,0.9786563,clr9q_4_2,ruby,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_2,inmof,python,2048,Game Development,Puzzles,0.9786563,clr9q_4_2,ruby,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.97744185,clr9q_4_2,ruby,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.97744185,clr9q_4_2,ruby,15 puzzle game,Game Development,Puzzles,T4,Different Language
clr9q_4_2_5,vu129,python,100 prisoners,Game Development,Puzzles,0.9687066,clr9q_4_2,ruby,15 puzzle game,Game Development,Puzzles,T4,Different Language
inmof_1_1_1,inmof,python,2048,Game Development,Puzzles,1.0,inmof_1_1,python,2048,Game Development,Puzzles,T1,Identical Clone
inmof_1_1_2,inmof,python,2048,Game Development,Puzzles,1.0,inmof_1_1,python,2048,Game Development,Puzzles,T1,Identical Clone
inmof_1_1_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9777062,inmof_1_1,python,2048,Game Development,Puzzles,T1,Identical Clone
inmof_1_1_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9777062,inmof_1_1,python,2048,Game Development,Puzzles,T1,Identical Clone
inmof_1_1_5,vu129,python,100 prisoners,Game Development,Puzzles,0.95824844,inmof_1_1,python,2048,Game Development,Puzzles,T1,Identical Clone
inmof_1_2_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9929432,inmof_1_2,python,2048,Game Development,Puzzles,T1,Different Whitespaces
inmof_1_2_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9929432,inmof_1_2,python,2048,Game Development,Puzzles,T1,Different Whitespaces
inmof_1_2_3,vu129,python,100 prisoners,Game Development,Puzzles,0.98872447,inmof_1_2,python,2048,Game Development,Puzzles,T1,Different Whitespaces
inmof_1_2_4,vu129,python,100 prisoners,Game Development,Puzzles,0.98872447,inmof_1_2,python,2048,Game Development,Puzzles,T1,Different Whitespaces
inmof_1_2_5,inmof,python,2048,Game Development,Puzzles,0.98282933,inmof_1_2,python,2048,Game Development,Puzzles,T1,Different Whitespaces
inmof_1_3_1,inmof,python,2048,Game Development,Puzzles,0.99992794,inmof_1_3,python,2048,Game Development,Puzzles,T1,Different Comments
inmof_1_3_2,inmof,python,2048,Game Development,Puzzles,0.99992794,inmof_1_3,python,2048,Game Development,Puzzles,T1,Different Comments
inmof_1_3_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9772788,inmof_1_3,python,2048,Game Development,Puzzles,T1,Different Comments
inmof_1_3_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9772788,inmof_1_3,python,2048,Game Development,Puzzles,T1,Different Comments
inmof_1_3_5,vu129,python,100 prisoners,Game Development,Puzzles,0.9576292,inmof_1_3,python,2048,Game Development,Puzzles,T1,Different Comments
inmof_1_4_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.992921,inmof_1_4,python,2048,Game Development,Puzzles,T1,Different Formatting
inmof_1_4_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.992921,inmof_1_4,python,2048,Game Development,Puzzles,T1,Different Formatting
inmof_1_4_3,vu129,python,100 prisoners,Game Development,Puzzles,0.9887066,inmof_1_4,python,2048,Game Development,Puzzles,T1,Different Formatting
inmof_1_4_4,vu129,python,100 prisoners,Game Development,Puzzles,0.9887066,inmof_1_4,python,2048,Game Development,Puzzles,T1,Different Formatting
inmof_1_4_5,inmof,python,2048,Game Development,Puzzles,0.9828172,inmof_1_4,python,2048,Game Development,Puzzles,T1,Different Formatting
inmof_2_1_1,inmof,python,2048,Game Development,Puzzles,0.99946797,inmof_2_1,python,2048,Game Development,Puzzles,T2,Different Variable Names
inmof_2_1_2,inmof,python,2048,Game Development,Puzzles,0.99946797,inmof_2_1,python,2048,Game Development,Puzzles,T2,Different Variable Names
inmof_2_1_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9786111,inmof_2_1,python,2048,Game Development,Puzzles,T2,Different Variable Names
inmof_2_1_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9786111,inmof_2_1,python,2048,Game Development,Puzzles,T2,Different Variable Names
inmof_2_1_5,vu129,python,100 prisoners,Game Development,Puzzles,0.95898557,inmof_2_1,python,2048,Game Development,Puzzles,T2,Different Variable Names
inmof_2_2_1,inmof,python,2048,Game Development,Puzzles,0.99999547,inmof_2_2,python,2048,Game Development,Puzzles,T2,Different Data Types
inmof_2_2_2,inmof,python,2048,Game Development,Puzzles,0.99999547,inmof_2_2,python,2048,Game Development,Puzzles,T2,Different Data Types
inmof_2_2_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.97776854,inmof_2_2,python,2048,Game Development,Puzzles,T2,Different Data Types
inmof_2_2_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.97776854,inmof_2_2,python,2048,Game Development,Puzzles,T2,Different Data Types
inmof_2_2_5,vu129,python,100 prisoners,Game Development,Puzzles,0.9582453,inmof_2_2,python,2048,Game Development,Puzzles,T2,Different Data Types
inmof_2_3_1,inmof,python,2048,Game Development,Puzzles,0.9998859,inmof_2_3,python,2048,Game Development,Puzzles,T2,Different Function Names
inmof_2_3_2,inmof,python,2048,Game Development,Puzzles,0.9998859,inmof_2_3,python,2048,Game Development,Puzzles,T2,Different Function Names
inmof_2_3_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.97775495,inmof_2_3,python,2048,Game Development,Puzzles,T2,Different Function Names
inmof_2_3_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.97775495,inmof_2_3,python,2048,Game Development,Puzzles,T2,Different Function Names
inmof_2_3_5,vu129,python,100 prisoners,Game Development,Puzzles,0.9586942,inmof_2_3,python,2048,Game Development,Puzzles,T2,Different Function Names
inmof_3_1_1,inmof,python,2048,Game Development,Puzzles,0.9998388,inmof_3_1,python,2048,Game Development,Puzzles,T3,Added Statements
inmof_3_1_2,inmof,python,2048,Game Development,Puzzles,0.9998388,inmof_3_1,python,2048,Game Development,Puzzles,T3,Added Statements
inmof_3_1_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.97808707,inmof_3_1,python,2048,Game Development,Puzzles,T3,Added Statements
inmof_3_1_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.97808707,inmof_3_1,python,2048,Game Development,Puzzles,T3,Added Statements
inmof_3_1_5,vu129,python,100 prisoners,Game Development,Puzzles,0.9583411,inmof_3_1,python,2048,Game Development,Puzzles,T3,Added Statements
inmof_3_2_1,inmof,python,2048,Game Development,Puzzles,0.9997618,inmof_3_2,python,2048,Game Development,Puzzles,T3,Removed Statements
inmof_3_2_2,inmof,python,2048,Game Development,Puzzles,0.9997618,inmof_3_2,python,2048,Game Development,Puzzles,T3,Removed Statements
inmof_3_2_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9789154,inmof_3_2,python,2048,Game Development,Puzzles,T3,Removed Statements
inmof_3_2_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9789154,inmof_3_2,python,2048,Game Development,Puzzles,T3,Removed Statements
inmof_3_2_5,vu129,python,100 prisoners,Game Development,Puzzles,0.9595263,inmof_3_2,python,2048,Game Development,Puzzles,T3,Removed Statements
inmof_3_3_1,inmof,python,2048,Game Development,Puzzles,0.9999131,inmof_3_3,python,2048,Game Development,Puzzles,T3,Reordered Statements
inmof_3_3_2,inmof,python,2048,Game Development,Puzzles,0.9999131,inmof_3_3,python,2048,Game Development,Puzzles,T3,Reordered Statements
inmof_3_3_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9776637,inmof_3_3,python,2048,Game Development,Puzzles,T3,Reordered Statements
inmof_3_3_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9776637,inmof_3_3,python,2048,Game Development,Puzzles,T3,Reordered Statements
inmof_3_3_5,vu129,python,100 prisoners,Game Development,Puzzles,0.95837665,inmof_3_3,python,2048,Game Development,Puzzles,T3,Reordered Statements
inmof_3_4_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9932562,inmof_3_4,python,2048,Game Development,Puzzles,T3,Control Flow Modifications
inmof_3_4_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9932562,inmof_3_4,python,2048,Game Development,Puzzles,T3,Control Flow Modifications
inmof_3_4_3,vu129,python,100 prisoners,Game Development,Puzzles,0.9881218,inmof_3_4,python,2048,Game Development,Puzzles,T3,Control Flow Modifications
inmof_3_4_4,vu129,python,100 prisoners,Game Development,Puzzles,0.9881218,inmof_3_4,python,2048,Game Development,Puzzles,T3,Control Flow Modifications
inmof_3_4_5,inmof,python,2048,Game Development,Puzzles,0.9829213,inmof_3_4,python,2048,Game Development,Puzzles,T3,Control Flow Modifications
inmof_4_1_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9918299,inmof_4_1,python,2048,Game Development,Puzzles,T4,Same Language
inmof_4_1_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9918299,inmof_4_1,python,2048,Game Development,Puzzles,T4,Same Language
inmof_4_1_3,vu129,python,100 prisoners,Game Development,Puzzles,0.98594624,inmof_4_1,python,2048,Game Development,Puzzles,T4,Same Language
inmof_4_1_4,vu129,python,100 prisoners,Game Development,Puzzles,0.98594624,inmof_4_1,python,2048,Game Development,Puzzles,T4,Same Language
inmof_4_1_5,inmof,python,2048,Game Development,Puzzles,0.9817948,inmof_4_1,python,2048,Game Development,Puzzles,T4,Same Language
inmof_4_2_1,inmof,python,2048,Game Development,Puzzles,0.96517235,inmof_4_2,go,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_2,inmof,python,2048,Game Development,Puzzles,0.96517235,inmof_4_2,go,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.93221474,inmof_4_2,go,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.93221474,inmof_4_2,go,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_5,vu129,python,100 prisoners,Game Development,Puzzles,0.91620916,inmof_4_2,go,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.98314023,inmof_4_2,java,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.98314023,inmof_4_2,java,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_3,inmof,python,2048,Game Development,Puzzles,0.97538686,inmof_4_2,java,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_4,inmof,python,2048,Game Development,Puzzles,0.97538686,inmof_4_2,java,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_5,vu129,python,100 prisoners,Game Development,Puzzles,0.96962214,inmof_4_2,java,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_1,inmof,python,2048,Game Development,Puzzles,0.9869075,inmof_4_2,javascript,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_2,inmof,python,2048,Game Development,Puzzles,0.9869075,inmof_4_2,javascript,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9701047,inmof_4_2,javascript,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9701047,inmof_4_2,javascript,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_5,vu129,python,100 prisoners,Game Development,Puzzles,0.9465685,inmof_4_2,javascript,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_1,inmof,python,2048,Game Development,Puzzles,0.98858404,inmof_4_2,php,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_2,inmof,python,2048,Game Development,Puzzles,0.98858404,inmof_4_2,php,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_3,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9647176,inmof_4_2,php,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_4,clr9q,python,15 puzzle game,Game Development,Puzzles,0.9647176,inmof_4_2,php,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_5,vu129,python,100 prisoners,Game Development,Puzzles,0.9421753,inmof_4_2,php,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_1,clr9q,python,15 puzzle game,Game Development,Puzzles,0.98346066,inmof_4_2,ruby,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_2,clr9q,python,15 puzzle game,Game Development,Puzzles,0.98346066,inmof_4_2,ruby,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_3,inmof,python,2048,Game Development,Puzzles,0.9801808,inmof_4_2,ruby,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_4,inmof,python,2048,Game Development,Puzzles,0.9801808,inmof_4_2,ruby,2048,Game Development,Puzzles,T4,Different Language
inmof_4_2_5,vu129,python,100 prisoners,Game Development,Puzzles,0.9752753,inmof_4_2,ruby,2048,Game Development,Puzzles,T4,Different Language
