test_id,original_index,task,clone_language,similarity_score,clone_type,clone_sub_type
p1gbm_1_3,p1gbm,Accumulator factory,python,0.99171114,T1,Different Comments
p1gbm_1_4,p1gbm,Accumulator factory,python,0.99038416,T1,Different Formatting
p1gbm_2_1,p1gbm,Accumulator factory,python,0.99059457,T2,Different Variable Names
p1gbm_2_2,p1gbm,Accumulator factory,python,0.985362,T2,Different Data Types
p1gbm_2_3,p1gbm,Accumulator factory,python,0.99765027,T2,Different Function Names
p1gbm_3_1,p1gbm,Accumulator factory,python,0.9885294,T3,Added Statements
p1gbm_3_2,p1gbm,Accumulator factory,python,0.99171114,T3,Removed Statements
p1gbm_3_3,p1gbm,Accumulator factory,python,0.9919463,T3,Reordered Statements
p1gbm_3_4,p1gbm,Accumulator factory,python,0.9889771,T3,Control Flow Modifications
p1gbm_4_1,p1gbm,Accumulator factory,python,0.97504824,T4,Same Language
p1gbm_4_2,p1gbm,Accumulator factory,go,0.924688,T4,Different Language
p1gbm_4_2,p1gbm,Accumulator factory,java,0.88374925,T4,Different Language
p1gbm_4_2,p1gbm,Accumulator factory,javascript,0.97462374,T4,Different Language
p1gbm_4_2,p1gbm,Accumulator factory,php,0.96935505,T4,Different Language
p1gbm_4_2,p1gbm,Accumulator factory,ruby,0.9718051,T4,Different Language
6y03w_1_1,6y03w,Ackermann function,python,1.0,T1,Identical Clone
6y03w_1_2,6y03w,Ackermann function,python,0.9874457,T1,Different Whitespaces
6y03w_1_3,6y03w,Ackermann function,python,1.0,T1,Different Comments
6y03w_1_4,6y03w,Ackermann function,python,0.99740005,T1,Different Formatting
6y03w_2_1,6y03w,Ackermann function,python,0.99486387,T2,Different Variable Names
6y03w_2_2,6y03w,Ackermann function,python,0.99280274,T2,Different Data Types
6y03w_2_3,6y03w,Ackermann function,python,0.99711615,T2,Different Function Names
6y03w_3_1,6y03w,Ackermann function,python,0.98653597,T3,Added Statements
6y03w_3_2,6y03w,Ackermann function,python,0.99227786,T3,Removed Statements
6y03w_3_3,6y03w,Ackermann function,python,0.99373615,T3,Reordered Statements
6y03w_3_4,6y03w,Ackermann function,python,0.9902957,T3,Control Flow Modifications
6y03w_4_1,6y03w,Ackermann function,python,0.9791093,T4,Same Language
6y03w_4_2,6y03w,Ackermann function,go,0.9522873,T4,Different Language
6y03w_4_2,6y03w,Ackermann function,java,0.9582474,T4,Different Language
6y03w_4_2,6y03w,Ackermann function,javascript,0.9780171,T4,Different Language
6y03w_4_2,6y03w,Ackermann function,php,0.97668934,T4,Different Language
6y03w_4_2,6y03w,Ackermann function,ruby,0.97946465,T4,Different Language
mclyh_1_1,mclyh,Active Directory/Connect,python,1.0,T1,Identical Clone
mclyh_1_2,mclyh,Active Directory/Connect,python,0.994128,T1,Different Whitespaces
mclyh_1_3,mclyh,Active Directory/Connect,python,1.0,T1,Different Comments
mclyh_1_4,mclyh,Active Directory/Connect,python,0.9988524,T1,Different Formatting
mclyh_2_1,mclyh,Active Directory/Connect,python,0.99957067,T2,Different Variable Names
mclyh_2_2,mclyh,Active Directory/Connect,python,0.9981967,T2,Different Data Types
mclyh_2_3,mclyh,Active Directory/Connect,python,0.9994235,T2,Different Function Names
mclyh_3_1,mclyh,Active Directory/Connect,python,0.99697137,T3,Added Statements
mclyh_3_2,mclyh,Active Directory/Connect,python,0.9995483,T3,Removed Statements
mclyh_3_3,mclyh,Active Directory/Connect,python,0.9997494,T3,Reordered Statements
mclyh_3_4,mclyh,Active Directory/Connect,python,0.9953815,T3,Control Flow Modifications
mclyh_4_1,mclyh,Active Directory/Connect,python,0.987765,T4,Same Language
mclyh_4_2,mclyh,Active Directory/Connect,go,0.936653,T4,Different Language
mclyh_4_2,mclyh,Active Directory/Connect,java,0.9646201,T4,Different Language
mclyh_4_2,mclyh,Active Directory/Connect,php,0.97330135,T4,Different Language
mclyh_4_2,mclyh,Active Directory/Connect,ruby,0.98206544,T4,Different Language
q0oxi_1_1,q0oxi,Active Directory/Search for a user,python,0.99999994,T1,Identical Clone
q0oxi_1_2,q0oxi,Active Directory/Search for a user,python,0.9912685,T1,Different Whitespaces
q0oxi_1_3,q0oxi,Active Directory/Search for a user,python,0.99904364,T1,Different Comments
q0oxi_1_4,q0oxi,Active Directory/Search for a user,python,0.9993575,T1,Different Formatting
q0oxi_2_1,q0oxi,Active Directory/Search for a user,python,0.9987066,T2,Different Variable Names
q0oxi_2_2,q0oxi,Active Directory/Search for a user,python,0.99717027,T2,Different Data Types
q0oxi_2_3,q0oxi,Active Directory/Search for a user,python,0.99645424,T2,Different Function Names
q0oxi_3_1,q0oxi,Active Directory/Search for a user,python,0.9947305,T3,Added Statements
q0oxi_3_2,q0oxi,Active Directory/Search for a user,python,0.99778384,T3,Removed Statements
q0oxi_3_3,q0oxi,Active Directory/Search for a user,python,0.99919695,T3,Reordered Statements
q0oxi_3_4,q0oxi,Active Directory/Search for a user,python,0.9784539,T3,Control Flow Modifications
q0oxi_4_1,q0oxi,Active Directory/Search for a user,python,0.9826659,T4,Same Language
q0oxi_4_2,q0oxi,Active Directory/Search for a user,go,0.95931447,T4,Different Language
q0oxi_4_2,q0oxi,Active Directory/Search for a user,java,0.9521582,T4,Different Language
q0oxi_4_2,q0oxi,Active Directory/Search for a user,php,0.98188615,T4,Different Language
q0oxi_4_2,q0oxi,Active Directory/Search for a user,ruby,0.98649085,T4,Different Language
l26cv_1_1,l26cv,Active object,python,0.99999994,T1,Identical Clone
l26cv_1_2,l26cv,Active object,python,0.9757502,T1,Different Whitespaces
l26cv_1_3,l26cv,Active object,python,0.9997285,T1,Different Comments
l26cv_1_4,l26cv,Active object,python,0.99823534,T1,Different Formatting
l26cv_2_1,l26cv,Active object,python,0.9990777,T2,Different Variable Names
l26cv_2_2,l26cv,Active object,python,0.9991497,T2,Different Data Types
l26cv_2_3,l26cv,Active object,python,0.99991757,T2,Different Function Names
l26cv_3_1,l26cv,Active object,python,0.99665475,T3,Added Statements
l26cv_3_2,l26cv,Active object,python,0.99811953,T3,Removed Statements
l26cv_3_3,l26cv,Active object,python,0.9988384,T3,Reordered Statements
l26cv_3_4,l26cv,Active object,python,0.999193,T3,Control Flow Modifications
l26cv_4_1,l26cv,Active object,python,0.9983153,T4,Same Language
l26cv_4_2,l26cv,Active object,go,0.91033816,T4,Different Language
l26cv_4_2,l26cv,Active object,java,0.9876124,T4,Different Language
l26cv_4_2,l26cv,Active object,javascript,0.97227836,T4,Different Language
4gv5k_1_1,4gv5k,Add a variable to a class instance at runtime,python,1.0,T1,Identical Clone
4gv5k_1_2,4gv5k,Add a variable to a class instance at runtime,python,0.9998152,T1,Different Whitespaces
4gv5k_1_3,4gv5k,Add a variable to a class instance at runtime,python,1.0,T1,Different Comments
4gv5k_1_4,4gv5k,Add a variable to a class instance at runtime,python,1.0,T1,Different Formatting
4gv5k_2_1,4gv5k,Add a variable to a class instance at runtime,python,0.99753416,T2,Different Variable Names
4gv5k_2_2,4gv5k,Add a variable to a class instance at runtime,python,0.9943203,T2,Different Data Types
4gv5k_2_3,4gv5k,Add a variable to a class instance at runtime,python,0.99753416,T2,Different Function Names
4gv5k_3_1,4gv5k,Add a variable to a class instance at runtime,python,0.9900606,T3,Added Statements
4gv5k_3_2,4gv5k,Add a variable to a class instance at runtime,python,0.992159,T3,Removed Statements
4gv5k_3_3,4gv5k,Add a variable to a class instance at runtime,python,1.0,T3,Reordered Statements
4gv5k_3_4,4gv5k,Add a variable to a class instance at runtime,python,0.9956372,T3,Control Flow Modifications
4gv5k_4_1,4gv5k,Add a variable to a class instance at runtime,python,0.9943203,T4,Same Language
4gv5k_4_2,4gv5k,Add a variable to a class instance at runtime,go,0.8827426,T4,Different Language
4gv5k_4_2,4gv5k,Add a variable to a class instance at runtime,javascript,0.9465,T4,Different Language
4gv5k_4_2,4gv5k,Add a variable to a class instance at runtime,php,0.9685326,T4,Different Language
4gv5k_4_2,4gv5k,Add a variable to a class instance at runtime,ruby,0.96707016,T4,Different Language
54vux_1_1,54vux,Additive primes,python,1.0,T1,Identical Clone
54vux_1_2,54vux,Additive primes,python,0.97712696,T1,Different Whitespaces
54vux_1_3,54vux,Additive primes,python,0.9979523,T1,Different Comments
54vux_1_4,54vux,Additive primes,python,0.99977034,T1,Different Formatting
54vux_2_1,54vux,Additive primes,python,0.9990955,T2,Different Variable Names
54vux_2_2,54vux,Additive primes,python,0.99573696,T2,Different Data Types
54vux_2_3,54vux,Additive primes,python,0.99809134,T2,Different Function Names
54vux_3_1,54vux,Additive primes,python,0.9996766,T3,Added Statements
54vux_3_2,54vux,Additive primes,python,0.99977034,T3,Removed Statements
54vux_3_3,54vux,Additive primes,python,0.99914175,T3,Reordered Statements
54vux_3_4,54vux,Additive primes,python,0.9988947,T3,Control Flow Modifications
54vux_4_1,54vux,Additive primes,python,0.9709691,T4,Same Language
54vux_4_2,54vux,Additive primes,go,0.95450085,T4,Different Language
54vux_4_2,54vux,Additive primes,java,0.9790106,T4,Different Language
54vux_4_2,54vux,Additive primes,ruby,0.9180907,T4,Different Language
9c3mf_1_1,9c3mf,Address of a variable,python,0.99999994,T1,Identical Clone
9c3mf_1_2,9c3mf,Address of a variable,python,0.9994971,T1,Different Whitespaces
9c3mf_1_3,9c3mf,Address of a variable,python,0.99999994,T1,Different Comments
9c3mf_1_4,9c3mf,Address of a variable,python,0.99617374,T1,Different Formatting
9c3mf_2_1,9c3mf,Address of a variable,python,0.99677795,T2,Different Variable Names
9c3mf_2_2,9c3mf,Address of a variable,python,0.99574935,T2,Different Data Types
9c3mf_2_3,9c3mf,Address of a variable,python,0.99797475,T2,Different Function Names
9c3mf_3_1,9c3mf,Address of a variable,python,0.99299383,T3,Added Statements
9c3mf_3_2,9c3mf,Address of a variable,python,0.99999994,T3,Removed Statements
9c3mf_3_3,9c3mf,Address of a variable,python,0.99583834,T3,Reordered Statements
9c3mf_3_4,9c3mf,Address of a variable,python,0.99689156,T3,Control Flow Modifications
9c3mf_4_1,9c3mf,Address of a variable,python,0.9764184,T4,Same Language
9c3mf_4_2,9c3mf,Address of a variable,go,0.9332012,T4,Different Language
9c3mf_4_2,9c3mf,Address of a variable,java,0.966491,T4,Different Language
9c3mf_4_2,9c3mf,Address of a variable,ruby,0.98727214,T4,Different Language
fz9de_1_1,fz9de,Algebraic data types,python,0.9999999,T1,Identical Clone
fz9de_1_2,fz9de,Algebraic data types,python,0.95585656,T1,Different Whitespaces
fz9de_1_3,fz9de,Algebraic data types,python,0.9999999,T1,Different Comments
fz9de_1_4,fz9de,Algebraic data types,python,0.9961791,T1,Different Formatting
fz9de_2_1,fz9de,Algebraic data types,python,0.9988841,T2,Different Variable Names
fz9de_2_2,fz9de,Algebraic data types,python,0.99985516,T2,Different Data Types
fz9de_2_3,fz9de,Algebraic data types,python,0.99988025,T2,Different Function Names
fz9de_3_1,fz9de,Algebraic data types,python,0.9976838,T3,Added Statements
fz9de_3_2,fz9de,Algebraic data types,python,0.99227035,T3,Removed Statements
fz9de_3_3,fz9de,Algebraic data types,python,0.9999999,T3,Reordered Statements
fz9de_3_4,fz9de,Algebraic data types,python,0.99449706,T3,Control Flow Modifications
fz9de_4_1,fz9de,Algebraic data types,python,0.986239,T4,Same Language
fz9de_4_2,fz9de,Algebraic data types,go,0.8921702,T4,Different Language
ymi6q_1_1,ymi6q,Align columns,python,0.9999999,T1,Identical Clone
ymi6q_1_2,ymi6q,Align columns,python,0.9939626,T1,Different Whitespaces
ymi6q_1_3,ymi6q,Align columns,python,0.9999999,T1,Different Comments
ymi6q_1_4,ymi6q,Align columns,python,0.99763197,T1,Different Formatting
ymi6q_2_1,ymi6q,Align columns,python,0.99826163,T2,Different Variable Names
ymi6q_2_2,ymi6q,Align columns,python,0.9994559,T2,Different Data Types
ymi6q_2_3,ymi6q,Align columns,python,0.9999894,T2,Different Function Names
ymi6q_3_1,ymi6q,Align columns,python,0.9964803,T3,Added Statements
ymi6q_3_2,ymi6q,Align columns,python,0.99417937,T3,Removed Statements
ymi6q_3_3,ymi6q,Align columns,python,0.99913037,T3,Reordered Statements
ymi6q_3_4,ymi6q,Align columns,python,0.99858963,T3,Control Flow Modifications
ymi6q_4_1,ymi6q,Align columns,python,0.9785595,T4,Same Language
ymi6q_4_2,ymi6q,Align columns,go,0.9452295,T4,Different Language
ymi6q_4_2,ymi6q,Align columns,java,0.942466,T4,Different Language
ymi6q_4_2,ymi6q,Align columns,javascript,0.9520124,T4,Different Language
ymi6q_4_2,ymi6q,Align columns,php,0.9546521,T4,Different Language
ymi6q_4_2,ymi6q,Align columns,ruby,0.9641644,T4,Different Language
g774h_1_1,g774h,Aliquot sequence classifications,python,1.0000001,T1,Identical Clone
g774h_1_2,g774h,Aliquot sequence classifications,python,0.96988475,T1,Different Whitespaces
g774h_1_3,g774h,Aliquot sequence classifications,python,1.0000001,T1,Different Comments
g774h_1_4,g774h,Aliquot sequence classifications,python,0.9978558,T1,Different Formatting
g774h_2_1,g774h,Aliquot sequence classifications,python,0.9980862,T2,Different Variable Names
g774h_2_2,g774h,Aliquot sequence classifications,python,0.9985688,T2,Different Data Types
g774h_2_3,g774h,Aliquot sequence classifications,python,0.9989493,T2,Different Function Names
g774h_3_1,g774h,Aliquot sequence classifications,python,0.99994075,T3,Added Statements
g774h_3_2,g774h,Aliquot sequence classifications,python,0.98827314,T3,Removed Statements
g774h_3_3,g774h,Aliquot sequence classifications,python,0.9999882,T3,Reordered Statements
g774h_3_4,g774h,Aliquot sequence classifications,python,0.9906099,T3,Control Flow Modifications
g774h_4_1,g774h,Aliquot sequence classifications,python,0.99886537,T4,Same Language
g774h_4_2,g774h,Aliquot sequence classifications,go,0.9194233,T4,Different Language
g774h_4_2,g774h,Aliquot sequence classifications,java,0.98512655,T4,Different Language
g774h_4_2,g774h,Aliquot sequence classifications,ruby,0.97598183,T4,Different Language
b1skr_1_1,b1skr,Almkvist-Giullera formula for pi,python,1.0000001,T1,Identical Clone
b1skr_1_2,b1skr,Almkvist-Giullera formula for pi,python,0.9874203,T1,Different Whitespaces
b1skr_1_3,b1skr,Almkvist-Giullera formula for pi,python,0.9991893,T1,Different Comments
b1skr_1_4,b1skr,Almkvist-Giullera formula for pi,python,0.9995998,T1,Different Formatting
b1skr_2_1,b1skr,Almkvist-Giullera formula for pi,python,0.99949455,T2,Different Variable Names
b1skr_2_2,b1skr,Almkvist-Giullera formula for pi,python,0.99682957,T2,Different Data Types
b1skr_2_3,b1skr,Almkvist-Giullera formula for pi,python,0.9989691,T2,Different Function Names
b1skr_3_1,b1skr,Almkvist-Giullera formula for pi,python,0.99907005,T3,Added Statements
b1skr_3_2,b1skr,Almkvist-Giullera formula for pi,python,0.99773896,T3,Removed Statements
b1skr_3_3,b1skr,Almkvist-Giullera formula for pi,python,0.99887264,T3,Reordered Statements
b1skr_3_4,b1skr,Almkvist-Giullera formula for pi,python,0.9994949,T3,Control Flow Modifications
b1skr_4_1,b1skr,Almkvist-Giullera formula for pi,python,0.99807775,T4,Same Language
b1skr_4_2,b1skr,Almkvist-Giullera formula for pi,go,0.95915157,T4,Different Language
b1skr_4_2,b1skr,Almkvist-Giullera formula for pi,javascript,0.97692156,T4,Different Language
nf6iz_1_1,nf6iz,Almost prime,python,1.0000001,T1,Identical Clone
nf6iz_1_2,nf6iz,Almost prime,python,0.9915857,T1,Different Whitespaces
nf6iz_1_3,nf6iz,Almost prime,python,1.0000001,T1,Different Comments
nf6iz_1_4,nf6iz,Almost prime,python,0.99983364,T1,Different Formatting
nf6iz_2_1,nf6iz,Almost prime,python,0.9985524,T2,Different Variable Names
nf6iz_2_2,nf6iz,Almost prime,python,0.9989967,T2,Different Data Types
nf6iz_2_3,nf6iz,Almost prime,python,0.9999436,T2,Different Function Names
nf6iz_3_1,nf6iz,Almost prime,python,0.9961411,T3,Added Statements
nf6iz_3_2,nf6iz,Almost prime,python,0.9947108,T3,Removed Statements
nf6iz_3_3,nf6iz,Almost prime,python,0.9997164,T3,Reordered Statements
nf6iz_3_4,nf6iz,Almost prime,python,0.99672675,T3,Control Flow Modifications
nf6iz_4_1,nf6iz,Almost prime,python,0.9977877,T4,Same Language
nf6iz_4_2,nf6iz,Almost prime,go,0.9443406,T4,Different Language
nf6iz_4_2,nf6iz,Almost prime,java,0.9542411,T4,Different Language
nf6iz_4_2,nf6iz,Almost prime,javascript,0.9825099,T4,Different Language
nf6iz_4_2,nf6iz,Almost prime,ruby,0.9597336,T4,Different Language
t3mfw_1_1,t3mfw,Amb,python,1.0,T1,Identical Clone
t3mfw_1_2,t3mfw,Amb,python,0.964154,T1,Different Whitespaces
t3mfw_1_3,t3mfw,Amb,python,0.9990231,T1,Different Comments
t3mfw_1_4,t3mfw,Amb,python,0.99388933,T1,Different Formatting
t3mfw_2_1,t3mfw,Amb,python,0.9984507,T2,Different Variable Names
t3mfw_2_2,t3mfw,Amb,python,0.99890184,T2,Different Data Types
t3mfw_2_3,t3mfw,Amb,python,0.9990231,T2,Different Function Names
t3mfw_3_1,t3mfw,Amb,python,0.99863905,T3,Added Statements
t3mfw_3_2,t3mfw,Amb,python,0.99812603,T3,Removed Statements
t3mfw_3_3,t3mfw,Amb,python,0.9954762,T3,Reordered Statements
t3mfw_3_4,t3mfw,Amb,python,0.99751955,T3,Control Flow Modifications
t3mfw_4_1,t3mfw,Amb,python,0.9943948,T4,Same Language
t3mfw_4_2,t3mfw,Amb,go,0.9392101,T4,Different Language
t3mfw_4_2,t3mfw,Amb,javascript,0.98123693,T4,Different Language
t3mfw_4_2,t3mfw,Amb,ruby,0.9453555,T4,Different Language
c279q_1_1,c279q,Amicable pairs,python,1.0,T1,Identical Clone
c279q_1_2,c279q,Amicable pairs,python,0.99355936,T1,Different Whitespaces
c279q_1_3,c279q,Amicable pairs,python,0.9999979,T1,Different Comments
c279q_1_4,c279q,Amicable pairs,python,0.9997108,T1,Different Formatting
c279q_2_1,c279q,Amicable pairs,python,0.9932251,T2,Different Variable Names
c279q_2_2,c279q,Amicable pairs,python,0.99976146,T2,Different Data Types
c279q_2_3,c279q,Amicable pairs,python,0.9991605,T2,Different Function Names
c279q_3_1,c279q,Amicable pairs,python,0.99868286,T3,Added Statements
c279q_3_2,c279q,Amicable pairs,python,0.99932253,T3,Removed Statements
c279q_3_3,c279q,Amicable pairs,python,0.99899036,T3,Reordered Statements
c279q_3_4,c279q,Amicable pairs,python,0.98852265,T3,Control Flow Modifications
c279q_4_1,c279q,Amicable pairs,python,0.99044347,T4,Same Language
c279q_4_2,c279q,Amicable pairs,go,0.96280646,T4,Different Language
c279q_4_2,c279q,Amicable pairs,java,0.9631374,T4,Different Language
c279q_4_2,c279q,Amicable pairs,javascript,0.8589215,T4,Different Language
c279q_4_2,c279q,Amicable pairs,php,0.9824319,T4,Different Language
c279q_4_2,c279q,Amicable pairs,ruby,0.95457685,T4,Different Language
xsqwr_1_1,xsqwr,Anagrams,python,1.0,T1,Identical Clone
xsqwr_1_2,xsqwr,Anagrams,python,0.9982136,T1,Different Whitespaces
xsqwr_1_3,xsqwr,Anagrams,python,0.9984746,T1,Different Comments
xsqwr_1_4,xsqwr,Anagrams,python,0.9966363,T1,Different Formatting
xsqwr_2_1,xsqwr,Anagrams,python,0.9961184,T2,Different Variable Names
xsqwr_2_2,xsqwr,Anagrams,python,0.99621934,T2,Different Data Types
xsqwr_2_3,xsqwr,Anagrams,python,0.99700254,T2,Different Function Names
xsqwr_3_1,xsqwr,Anagrams,python,0.9952406,T3,Added Statements
xsqwr_3_2,xsqwr,Anagrams,python,0.9983468,T3,Removed Statements
xsqwr_3_3,xsqwr,Anagrams,python,0.9997686,T3,Reordered Statements
xsqwr_3_4,xsqwr,Anagrams,python,0.99506944,T3,Control Flow Modifications
xsqwr_4_1,xsqwr,Anagrams,python,0.99648017,T4,Same Language
xsqwr_4_2,xsqwr,Anagrams,go,0.93982315,T4,Different Language
xsqwr_4_2,xsqwr,Anagrams,java,0.9719727,T4,Different Language
xsqwr_4_2,xsqwr,Anagrams,javascript,0.9853945,T4,Different Language
xsqwr_4_2,xsqwr,Anagrams,php,0.9860191,T4,Different Language
xsqwr_4_2,xsqwr,Anagrams,ruby,0.97999305,T4,Different Language
u4wvd_1_1,u4wvd,Anagrams/Deranged anagrams,python,1.0000001,T1,Identical Clone
u4wvd_1_2,u4wvd,Anagrams/Deranged anagrams,python,0.9973789,T1,Different Whitespaces
u4wvd_1_3,u4wvd,Anagrams/Deranged anagrams,python,0.99388486,T1,Different Comments
u4wvd_1_4,u4wvd,Anagrams/Deranged anagrams,python,0.9943925,T1,Different Formatting
u4wvd_2_1,u4wvd,Anagrams/Deranged anagrams,python,0.9978547,T2,Different Variable Names
u4wvd_2_2,u4wvd,Anagrams/Deranged anagrams,python,0.9994954,T2,Different Data Types
u4wvd_2_3,u4wvd,Anagrams/Deranged anagrams,python,0.9992387,T2,Different Function Names
u4wvd_3_1,u4wvd,Anagrams/Deranged anagrams,python,0.9931577,T3,Added Statements
u4wvd_3_2,u4wvd,Anagrams/Deranged anagrams,python,0.99311304,T3,Removed Statements
u4wvd_3_3,u4wvd,Anagrams/Deranged anagrams,python,0.99512804,T3,Reordered Statements
u4wvd_3_4,u4wvd,Anagrams/Deranged anagrams,python,0.99357116,T3,Control Flow Modifications
u4wvd_4_1,u4wvd,Anagrams/Deranged anagrams,python,0.9898776,T4,Same Language
u4wvd_4_2,u4wvd,Anagrams/Deranged anagrams,go,0.9459772,T4,Different Language
u4wvd_4_2,u4wvd,Anagrams/Deranged anagrams,java,0.9836464,T4,Different Language
u4wvd_4_2,u4wvd,Anagrams/Deranged anagrams,javascript,0.9833558,T4,Different Language
u4wvd_4_2,u4wvd,Anagrams/Deranged anagrams,php,0.9832498,T4,Different Language
u4wvd_4_2,u4wvd,Anagrams/Deranged anagrams,ruby,0.9551816,T4,Different Language
jks7p_1_1,jks7p,Angle difference between two bearings,python,1.0000001,T1,Identical Clone
jks7p_1_2,jks7p,Angle difference between two bearings,python,0.9985055,T1,Different Whitespaces
jks7p_1_3,jks7p,Angle difference between two bearings,python,0.99947155,T1,Different Comments
jks7p_1_4,jks7p,Angle difference between two bearings,python,0.994259,T1,Different Formatting
jks7p_2_1,jks7p,Angle difference between two bearings,python,0.9981687,T2,Different Variable Names
jks7p_2_2,jks7p,Angle difference between two bearings,python,0.992115,T2,Different Data Types
jks7p_2_3,jks7p,Angle difference between two bearings,python,0.9982151,T2,Different Function Names
jks7p_3_1,jks7p,Angle difference between two bearings,python,0.9998093,T3,Added Statements
jks7p_3_2,jks7p,Angle difference between two bearings,python,0.9982295,T3,Removed Statements
jks7p_3_3,jks7p,Angle difference between two bearings,python,0.99421406,T3,Reordered Statements
jks7p_3_4,jks7p,Angle difference between two bearings,python,0.97836906,T3,Control Flow Modifications
jks7p_4_1,jks7p,Angle difference between two bearings,python,0.98072386,T4,Same Language
jks7p_4_2,jks7p,Angle difference between two bearings,go,0.9434119,T4,Different Language
jks7p_4_2,jks7p,Angle difference between two bearings,java,0.9618871,T4,Different Language
jks7p_4_2,jks7p,Angle difference between two bearings,javascript,0.98330486,T4,Different Language
jks7p_4_2,jks7p,Angle difference between two bearings,ruby,0.99389946,T4,Different Language
hb8jw_1_1,hb8jw,"Angles (geometric), normalization and conversion",python,0.99999994,T1,Identical Clone
hb8jw_1_2,hb8jw,"Angles (geometric), normalization and conversion",python,0.99869865,T1,Different Whitespaces
hb8jw_1_3,hb8jw,"Angles (geometric), normalization and conversion",python,0.99911964,T1,Different Comments
hb8jw_1_4,hb8jw,"Angles (geometric), normalization and conversion",python,0.9912907,T1,Different Formatting
hb8jw_2_1,hb8jw,"Angles (geometric), normalization and conversion",python,0.9880428,T2,Different Variable Names
hb8jw_2_2,hb8jw,"Angles (geometric), normalization and conversion",python,0.9847038,T2,Different Data Types
hb8jw_2_3,hb8jw,"Angles (geometric), normalization and conversion",python,0.9945817,T2,Different Function Names
hb8jw_3_1,hb8jw,"Angles (geometric), normalization and conversion",python,0.9860836,T3,Added Statements
hb8jw_3_2,hb8jw,"Angles (geometric), normalization and conversion",python,0.9843192,T3,Removed Statements
hb8jw_3_3,hb8jw,"Angles (geometric), normalization and conversion",python,0.9994935,T3,Reordered Statements
hb8jw_3_4,hb8jw,"Angles (geometric), normalization and conversion",python,0.9986785,T3,Control Flow Modifications
hb8jw_4_1,hb8jw,"Angles (geometric), normalization and conversion",python,0.9968771,T4,Same Language
hb8jw_4_2,hb8jw,"Angles (geometric), normalization and conversion",go,0.9752011,T4,Different Language
hb8jw_4_2,hb8jw,"Angles (geometric), normalization and conversion",java,0.83738655,T4,Different Language
hb8jw_4_2,hb8jw,"Angles (geometric), normalization and conversion",javascript,0.91175205,T4,Different Language
hb8jw_4_2,hb8jw,"Angles (geometric), normalization and conversion",ruby,0.9703422,T4,Different Language
id9of_1_1,id9of,Animate a pendulum,python,1.0000001,T1,Identical Clone
id9of_1_2,id9of,Animate a pendulum,python,0.98756325,T1,Different Whitespaces
id9of_1_3,id9of,Animate a pendulum,python,1.0000001,T1,Different Comments
id9of_1_4,id9of,Animate a pendulum,python,0.9996463,T1,Different Formatting
id9of_2_1,id9of,Animate a pendulum,python,0.9991127,T2,Different Variable Names
id9of_2_2,id9of,Animate a pendulum,python,0.9992738,T2,Different Data Types
id9of_2_3,id9of,Animate a pendulum,python,0.9999678,T2,Different Function Names
id9of_3_1,id9of,Animate a pendulum,python,0.99934924,T3,Added Statements
id9of_3_2,id9of,Animate a pendulum,python,0.9993233,T3,Removed Statements
id9of_3_3,id9of,Animate a pendulum,python,0.99995804,T3,Reordered Statements
id9of_3_4,id9of,Animate a pendulum,python,0.99954176,T3,Control Flow Modifications
id9of_4_1,id9of,Animate a pendulum,python,0.99862826,T4,Same Language
id9of_4_2,id9of,Animate a pendulum,go,0.91086817,T4,Different Language
id9of_4_2,id9of,Animate a pendulum,java,0.98080844,T4,Different Language
id9of_4_2,id9of,Animate a pendulum,javascript,0.9728568,T4,Different Language
id9of_4_2,id9of,Animate a pendulum,ruby,0.97667104,T4,Different Language
v5a29_1_1,v5a29,Animation,python,1.0,T1,Identical Clone
v5a29_1_2,v5a29,Animation,python,0.9868599,T1,Different Whitespaces
v5a29_1_3,v5a29,Animation,python,0.9999672,T1,Different Comments
v5a29_1_4,v5a29,Animation,python,0.9994028,T1,Different Formatting
v5a29_2_1,v5a29,Animation,python,0.99981046,T2,Different Variable Names
v5a29_2_2,v5a29,Animation,python,0.9998851,T2,Different Data Types
v5a29_2_3,v5a29,Animation,python,0.9999516,T2,Different Function Names
v5a29_3_1,v5a29,Animation,python,0.9996743,T3,Added Statements
v5a29_3_2,v5a29,Animation,python,0.9984072,T3,Removed Statements
v5a29_3_3,v5a29,Animation,python,0.9998274,T3,Reordered Statements
v5a29_3_4,v5a29,Animation,python,0.9993559,T3,Control Flow Modifications
v5a29_4_1,v5a29,Animation,python,0.9988772,T4,Same Language
v5a29_4_2,v5a29,Animation,go,0.9411171,T4,Different Language
v5a29_4_2,v5a29,Animation,java,0.9879282,T4,Different Language
v5a29_4_2,v5a29,Animation,ruby,0.9297407,T4,Different Language
rj8gq_1_1,rj8gq,Anonymous recursion,python,1.0000001,T1,Identical Clone
rj8gq_1_2,rj8gq,Anonymous recursion,python,0.99824333,T1,Different Whitespaces
rj8gq_1_3,rj8gq,Anonymous recursion,python,0.99455583,T1,Different Comments
rj8gq_1_4,rj8gq,Anonymous recursion,python,0.9997883,T1,Different Formatting
rj8gq_2_1,rj8gq,Anonymous recursion,python,0.9975358,T2,Different Variable Names
rj8gq_2_2,rj8gq,Anonymous recursion,python,0.99398893,T2,Different Data Types
rj8gq_2_3,rj8gq,Anonymous recursion,python,0.99886477,T2,Different Function Names
