test_id,original_index,title,clone_domain_label,similarity_score,clone_type
6212326,6096495,Secure Hash,java,0.9658008,Non-Clone
6219060,6096495,Secure Hash,java,0.95567286,Non-Clone
6223638,6096495,Secure Hash,java,0.9656258,Non-Clone
6223640,6096495,Secure Hash,java,0.9651083,Non-Clone
6225980,6096495,Secure Hash,java,0.9517448,Non-Clone
6226239,6096495,Secure Hash,java,0.9662164,Non-Clone
6242013,6096495,Secure Hash,java,0.95311433,Non-Clone
6243775,6096495,Secure Hash,java,0.95369256,Non-Clone
6258815,6096495,Secure Hash,java,0.9418043,Non-Clone
6282792,6096495,Secure Hash,java,0.9432433,Non-Clone
6282793,6096495,Secure Hash,java,0.9689592,Non-Clone
6282794,6096495,Secure Hash,java,0.9549039,Non-Clone
6282795,6096495,Secure Hash,java,0.9699247,Non-Clone
6282796,6096495,Secure Hash,java,0.96215105,Non-Clone
6282797,6096495,Secure Hash,java,0.96022797,Non-Clone
6282798,6096495,Secure Hash,java,0.96022797,Non-Clone
6282799,6096495,Secure Hash,java,0.9530654,Non-Clone
6282800,6096495,Secure Hash,java,0.9769148,Non-Clone
6282802,6096495,Secure Hash,java,0.9594989,Non-Clone
6282803,6096495,Secure Hash,java,0.96078837,Non-Clone
6282804,6096495,Secure Hash,java,0.96078837,Non-Clone
6282805,6096495,Secure Hash,java,0.9567402,Non-Clone
6283257,6096495,Secure Hash,java,0.9681925,Non-Clone
6284161,6096495,Secure Hash,java,0.970211,Non-Clone
6312986,6096495,Secure Hash,java,0.96283984,Non-Clone
6324111,6096495,Secure Hash,java,0.93245506,Non-Clone
6324112,6096495,Secure Hash,java,0.95660967,Non-Clone
6324113,6096495,Secure Hash,java,0.94880426,Non-Clone
6335450,6096495,Secure Hash,java,0.9701591,Non-Clone
6335451,6096495,Secure Hash,java,0.9446473,Non-Clone
6335453,6096495,Secure Hash,java,0.93935424,Non-Clone
6336786,6096495,Secure Hash,java,0.951529,Non-Clone
6337443,6096495,Secure Hash,java,0.94402564,Non-Clone
6338378,6096495,Secure Hash,java,0.9459348,Non-Clone
6338379,6096495,Secure Hash,java,0.94617736,Non-Clone
6338380,6096495,Secure Hash,java,0.9561894,Non-Clone
6345214,6096495,Secure Hash,java,0.9531034,Non-Clone
6356230,6096495,Secure Hash,java,0.97834224,Non-Clone
6356243,6096495,Secure Hash,java,0.97913176,Non-Clone
6361247,6096495,Secure Hash,java,0.9700044,Non-Clone
6370690,6096495,Secure Hash,java,0.97613275,Non-Clone
6372244,6096495,Secure Hash,java,0.9467636,Non-Clone
6372255,6096495,Secure Hash,java,0.96967983,Non-Clone
6372261,6096495,Secure Hash,java,0.9418992,Non-Clone
6398336,6096495,Secure Hash,java,0.977639,Non-Clone
6400004,6096495,Secure Hash,java,0.95008504,Non-Clone
6407059,6096495,Secure Hash,java,0.9194851,Non-Clone
6409790,6096495,Secure Hash,java,0.97344583,Non-Clone
6411208,6096495,Secure Hash,java,0.9362099,Non-Clone
6418186,6096495,Secure Hash,java,0.9481547,Non-Clone
6418187,6096495,Secure Hash,java,0.94610655,Non-Clone
6418436,6096495,Secure Hash,java,0.947538,Non-Clone
6421904,6096495,Secure Hash,java,0.94414407,Non-Clone
6424432,6096495,Secure Hash,java,0.977535,Non-Clone
6428093,6096495,Secure Hash,java,0.97065574,Non-Clone
6431669,6096495,Secure Hash,java,0.92515105,Non-Clone
6432555,6096495,Secure Hash,java,0.94664913,Non-Clone
6432556,6096495,Secure Hash,java,0.92515105,Non-Clone
6432557,6096495,Secure Hash,java,0.94273806,Non-Clone
6449767,6096495,Secure Hash,java,0.97931767,Non-Clone
6455295,6096495,Secure Hash,java,0.9395498,Non-Clone
6461603,6096495,Secure Hash,java,0.96752775,Non-Clone
6463574,6096495,Secure Hash,java,0.9419898,Non-Clone
6469072,6096495,Secure Hash,java,0.94581175,Non-Clone
6469703,6096495,Secure Hash,java,0.9311454,Non-Clone
6474562,6096495,Secure Hash,java,0.9712609,Non-Clone
6476993,6096495,Secure Hash,java,0.9698564,Non-Clone
6485609,6096495,Secure Hash,java,0.9553682,Non-Clone
6488225,6096495,Secure Hash,java,0.9411912,Non-Clone
6490160,6096495,Secure Hash,java,0.9677396,Non-Clone
6490221,6096495,Secure Hash,java,0.94364023,Non-Clone
6496761,6096495,Secure Hash,java,0.9514643,Non-Clone
6499466,6096495,Secure Hash,java,0.964916,Non-Clone
6505693,6096495,Secure Hash,java,0.9767426,Non-Clone
6505694,6096495,Secure Hash,java,0.9521704,Non-Clone
6506441,6096495,Secure Hash,java,0.9485171,Non-Clone
6509637,6096495,Secure Hash,java,0.9456741,Non-Clone
6512511,6096495,Secure Hash,java,0.9776542,Non-Clone
6523339,6096495,Secure Hash,java,0.9604013,Non-Clone
6527976,6096495,Secure Hash,java,0.96053123,Non-Clone
6532913,6096495,Secure Hash,java,0.9673873,Non-Clone
6538526,6096495,Secure Hash,java,0.9608523,Non-Clone
6539709,6096495,Secure Hash,java,0.94759065,Non-Clone
6539711,6096495,Secure Hash,java,0.97073114,Non-Clone
6546275,6096495,Secure Hash,java,0.95390284,Non-Clone
6546277,6096495,Secure Hash,java,0.9683071,Non-Clone
6546279,6096495,Secure Hash,java,0.9494061,Non-Clone
6548137,6096495,Secure Hash,java,0.9704858,Non-Clone
6551993,6096495,Secure Hash,java,0.96815103,Non-Clone
6560654,6096495,Secure Hash,java,0.9592437,Non-Clone
6560655,6096495,Secure Hash,java,0.9592437,Non-Clone
6566419,6096495,Secure Hash,java,0.9431378,Non-Clone
6576926,6096495,Secure Hash,java,0.969215,Non-Clone
6576936,6096495,Secure Hash,java,0.971072,Non-Clone
6576937,6096495,Secure Hash,java,0.9544841,Non-Clone
6577828,6096495,Secure Hash,java,0.97848094,Non-Clone
6581695,6096495,Secure Hash,java,0.96189237,Non-Clone
6581696,6096495,Secure Hash,java,0.97428006,Non-Clone
6581697,6096495,Secure Hash,java,0.95346975,Non-Clone
6582194,6096495,Secure Hash,java,0.9523729,Non-Clone
6582817,6096495,Secure Hash,java,0.9659784,Non-Clone
6587121,6096495,Secure Hash,java,0.97601515,Non-Clone
6593489,6096495,Secure Hash,java,0.9678633,Non-Clone
6619021,6096495,Secure Hash,java,0.95032716,Non-Clone
6627203,6096495,Secure Hash,java,0.9789161,Non-Clone
6645715,6096495,Secure Hash,java,0.9651692,Non-Clone
6645717,6096495,Secure Hash,java,0.9596007,Non-Clone
6645722,6096495,Secure Hash,java,0.96612144,Non-Clone
6658641,6096495,Secure Hash,java,0.95814097,Non-Clone
6659017,6096495,Secure Hash,java,0.94785845,Non-Clone
6659018,6096495,Secure Hash,java,0.95167786,Non-Clone
6661320,6096495,Secure Hash,java,0.9730905,Non-Clone
6665601,6096495,Secure Hash,java,0.9533593,Non-Clone
6665605,6096495,Secure Hash,java,0.95103073,Non-Clone
6672265,6096495,Secure Hash,java,0.9803505,Non-Clone
6676992,6096495,Secure Hash,java,0.9478957,Non-Clone
6677227,6096495,Secure Hash,java,0.95461917,Non-Clone
6677228,6096495,Secure Hash,java,0.9733366,Non-Clone
6677229,6096495,Secure Hash,java,0.96404177,Non-Clone
6681565,6096495,Secure Hash,java,0.94822836,Non-Clone
6681569,6096495,Secure Hash,java,0.95226884,Non-Clone
6681571,6096495,Secure Hash,java,0.9415708,Non-Clone
6695464,6096495,Secure Hash,java,0.92515105,Non-Clone
6695465,6096495,Secure Hash,java,0.9610057,Non-Clone
6697970,6096495,Secure Hash,java,0.9741446,Non-Clone
6707809,6096495,Secure Hash,java,0.9724006,Non-Clone
6711702,6096495,Secure Hash,java,0.9766997,Non-Clone
6714248,6096495,Secure Hash,java,0.94448376,Non-Clone
6714249,6096495,Secure Hash,java,0.9511345,Non-Clone
6715029,6096495,Secure Hash,java,0.9697836,Non-Clone
6715030,6096495,Secure Hash,java,0.95450807,Non-Clone
6717332,6096495,Secure Hash,java,0.9455447,Non-Clone
6726714,6096495,Secure Hash,java,0.96715057,Non-Clone
6750152,6096495,Secure Hash,java,0.97768724,Non-Clone
6750157,6096495,Secure Hash,java,0.97634023,Non-Clone
6755937,6096495,Secure Hash,java,0.97956085,Non-Clone
6769500,6096495,Secure Hash,java,0.9477908,Non-Clone
6778420,6096495,Secure Hash,java,0.94754004,Non-Clone
6782681,6096495,Secure Hash,java,0.94315827,Non-Clone
6782684,6096495,Secure Hash,java,0.95342267,Non-Clone
6787853,6096495,Secure Hash,java,0.9751066,Non-Clone
6791350,6096495,Secure Hash,java,0.9495533,Non-Clone
6791360,6096495,Secure Hash,java,0.94825697,Non-Clone
6797666,6096495,Secure Hash,java,0.94525063,Non-Clone
6804918,6096495,Secure Hash,java,0.96373427,Non-Clone
6810932,6096495,Secure Hash,java,0.9762535,Non-Clone
6823074,6096495,Secure Hash,java,0.9798558,Non-Clone
6826288,6096495,Secure Hash,java,0.94684577,Non-Clone
6830441,6096495,Secure Hash,java,0.956334,Non-Clone
6834253,6096495,Secure Hash,java,0.94954216,Non-Clone
6835787,6096495,Secure Hash,java,0.9503453,Non-Clone
6840960,6096495,Secure Hash,java,0.97509855,Non-Clone
6851610,6096495,Secure Hash,java,0.95086044,Non-Clone
6861399,6096495,Secure Hash,java,0.96561956,Non-Clone
6866576,6096495,Secure Hash,java,0.9475074,Non-Clone
6908005,6096495,Secure Hash,java,0.96915483,Non-Clone
6908431,6096495,Secure Hash,java,0.9663852,Non-Clone
6925538,6096495,Secure Hash,java,0.95160055,Non-Clone
6925539,6096495,Secure Hash,java,0.96944207,Non-Clone
6928717,6096495,Secure Hash,java,0.9808233,Non-Clone
6929405,6096495,Secure Hash,java,0.9539001,Non-Clone
6936229,6096495,Secure Hash,java,0.9570705,Non-Clone
6941547,6096495,Secure Hash,java,0.96140766,Non-Clone
6955453,6096495,Secure Hash,java,0.97140825,Non-Clone
6961681,6096495,Secure Hash,java,0.9479019,Non-Clone
6961849,6096495,Secure Hash,java,0.96015203,Non-Clone
6961850,6096495,Secure Hash,java,0.96426415,Non-Clone
6961851,6096495,Secure Hash,java,0.9495859,Non-Clone
6961857,6096495,Secure Hash,java,0.97328854,Non-Clone
6962377,6096495,Secure Hash,java,0.96248007,Non-Clone
6974123,6096495,Secure Hash,java,0.9361191,Non-Clone
6974124,6096495,Secure Hash,java,0.94011056,Non-Clone
7007900,6096495,Secure Hash,java,0.94769007,Non-Clone
7014730,6096495,Secure Hash,java,0.9770565,Non-Clone
7020109,6096495,Secure Hash,java,0.9698985,Non-Clone
7044079,6096495,Secure Hash,java,0.93445486,Non-Clone
7049162,6096495,Secure Hash,java,0.9653485,Non-Clone
7049163,6096495,Secure Hash,java,0.96522015,Non-Clone
7068384,6096495,Secure Hash,java,0.9550913,Non-Clone
7077323,6096495,Secure Hash,java,0.97121775,Non-Clone
7077455,6096495,Secure Hash,java,0.94318795,Non-Clone
7079784,6096495,Secure Hash,java,0.97414243,Non-Clone
7107320,6096495,Secure Hash,java,0.97049177,Non-Clone
7113157,6096495,Secure Hash,java,0.97099066,Non-Clone
7116481,6096495,Secure Hash,java,0.9469855,Non-Clone
7120091,6096495,Secure Hash,java,0.9445892,Non-Clone
7120095,6096495,Secure Hash,java,0.93710595,Non-Clone
7131583,6096495,Secure Hash,java,0.9702166,Non-Clone
7134732,6096495,Secure Hash,java,0.9470817,Non-Clone
7134740,6096495,Secure Hash,java,0.9441077,Non-Clone
7147237,6096495,Secure Hash,java,0.97272146,Non-Clone
7161764,6096495,Secure Hash,java,0.9517617,Non-Clone
7161769,6096495,Secure Hash,java,0.9731317,Non-Clone
7161770,6096495,Secure Hash,java,0.9652016,Non-Clone
7161771,6096495,Secure Hash,java,0.97498673,Non-Clone
7173743,6096495,Secure Hash,java,0.9799638,Non-Clone
7179867,6096495,Secure Hash,java,0.9607346,Non-Clone
7180273,6096495,Secure Hash,java,0.9734274,Non-Clone
7182073,6096495,Secure Hash,java,0.95115805,Non-Clone
7188612,6096495,Secure Hash,java,0.97144777,Non-Clone
7195763,6096495,Secure Hash,java,0.95966464,Non-Clone
7210470,6096495,Secure Hash,java,0.9456741,Non-Clone
7217182,6096495,Secure Hash,java,0.9395714,Non-Clone
7217185,6096495,Secure Hash,java,0.9519981,Non-Clone
7217186,6096495,Secure Hash,java,0.9590777,Non-Clone
7217187,6096495,Secure Hash,java,0.95203054,Non-Clone
7217188,6096495,Secure Hash,java,0.9646642,Non-Clone
7218672,6096495,Secure Hash,java,0.9804044,Non-Clone
7263146,6096495,Secure Hash,java,0.96533084,Non-Clone
7267722,6096495,Secure Hash,java,0.97116005,Non-Clone
7272802,6096495,Secure Hash,java,0.9758384,Non-Clone
7276377,6096495,Secure Hash,java,0.951988,Non-Clone
7278705,6096495,Secure Hash,java,0.9700269,Non-Clone
7280521,6096495,Secure Hash,java,0.9379607,Non-Clone
7288949,6096495,Secure Hash,java,0.9541304,Non-Clone
7304618,6096495,Secure Hash,java,0.9520349,Non-Clone
7304747,6096495,Secure Hash,java,0.9780323,Non-Clone
7304750,6096495,Secure Hash,java,0.9634816,Non-Clone
7310084,6096495,Secure Hash,java,0.9551824,Non-Clone
7315955,6096495,Secure Hash,java,0.965268,Non-Clone
7322321,6096495,Secure Hash,java,0.97876537,Non-Clone
7324183,6096495,Secure Hash,java,0.96724236,Non-Clone
7324185,6096495,Secure Hash,java,0.9652796,Non-Clone
7324186,6096495,Secure Hash,java,0.95809186,Non-Clone
7324518,6096495,Secure Hash,java,0.9665468,Non-Clone
7334822,6096495,Secure Hash,java,0.95049083,Non-Clone
7334823,6096495,Secure Hash,java,0.9478341,Non-Clone
7350638,6096495,Secure Hash,java,0.9763843,Non-Clone
7352563,6096495,Secure Hash,java,0.97920597,Non-Clone
7355820,6096495,Secure Hash,java,0.95497346,Non-Clone
7371007,6096495,Secure Hash,java,0.94758594,Non-Clone
7379368,6096495,Secure Hash,java,0.9680476,Non-Clone
7388640,6096495,Secure Hash,java,0.97571164,Non-Clone
7393512,6096495,Secure Hash,java,0.9513973,Non-Clone
7410084,6096495,Secure Hash,java,0.9692702,Non-Clone
7410085,6096495,Secure Hash,java,0.9494848,Non-Clone
7410100,6096495,Secure Hash,java,0.94217515,Non-Clone
7410102,6096495,Secure Hash,java,0.95649827,Non-Clone
7412409,6096495,Secure Hash,java,0.9728808,Non-Clone
7420349,6096495,Secure Hash,java,0.96903086,Non-Clone
7438695,6096495,Secure Hash,java,0.9678418,Non-Clone
7438701,6096495,Secure Hash,java,0.94884324,Non-Clone
7449132,6096495,Secure Hash,java,0.95119107,Non-Clone
7449944,6096495,Secure Hash,java,0.9710367,Non-Clone
7452456,6096495,Secure Hash,java,0.96566325,Non-Clone
7466929,6096495,Secure Hash,java,0.9523729,Non-Clone
7473550,6096495,Secure Hash,java,0.9667553,Non-Clone
7473551,6096495,Secure Hash,java,0.92902696,Non-Clone
7475136,6096495,Secure Hash,java,0.9737151,Non-Clone
7480005,6096495,Secure Hash,java,0.96662796,Non-Clone
7480006,6096495,Secure Hash,java,0.9631548,Non-Clone
7481294,6096495,Secure Hash,java,0.96987915,Non-Clone
7492420,6096495,Secure Hash,java,0.9639879,Non-Clone
7510085,6096495,Secure Hash,java,0.9429058,Non-Clone
7521453,6096495,Secure Hash,java,0.97376007,Non-Clone
7537542,6096495,Secure Hash,java,0.9683584,Non-Clone
7547502,6096495,Secure Hash,java,0.9744884,Non-Clone
7548834,6096495,Secure Hash,java,0.97273856,Non-Clone
7549867,6096495,Secure Hash,java,0.95220923,Non-Clone
7550437,6096495,Secure Hash,java,0.9640033,Non-Clone
7550438,6096495,Secure Hash,java,0.972682,Non-Clone
7555373,6096495,Secure Hash,java,0.9725212,Non-Clone
7572976,6096495,Secure Hash,java,0.9681925,Non-Clone
7580571,6096495,Secure Hash,java,0.9427557,Non-Clone
7591716,6096495,Secure Hash,java,0.9704174,Non-Clone
7631799,6096495,Secure Hash,java,0.96224284,Non-Clone
7631801,6096495,Secure Hash,java,0.96224284,Non-Clone
7631803,6096495,Secure Hash,java,0.96224284,Non-Clone
7634535,6096495,Secure Hash,java,0.9595121,Non-Clone
7636214,6096495,Secure Hash,java,0.9613559,Non-Clone
7648390,6096495,Secure Hash,java,0.9700267,Non-Clone
7652863,6096495,Secure Hash,java,0.9626925,Non-Clone
7653353,6096495,Secure Hash,java,0.97576815,Non-Clone
7653359,6096495,Secure Hash,java,0.9530928,Non-Clone
7654807,6096495,Secure Hash,java,0.9699491,Non-Clone
7657926,6096495,Secure Hash,java,0.97729594,Non-Clone
7679993,6096495,Secure Hash,java,0.9723779,Non-Clone
7684576,6096495,Secure Hash,java,0.95848256,Non-Clone
7691720,6096495,Secure Hash,java,0.97932243,Non-Clone
7693705,6096495,Secure Hash,java,0.9552074,Non-Clone
7693707,6096495,Secure Hash,java,0.9460882,Non-Clone
7694728,6096495,Secure Hash,java,0.9517137,Non-Clone
7714356,6096495,Secure Hash,java,0.96881324,Non-Clone
7714357,6096495,Secure Hash,java,0.9783356,Non-Clone
7720822,6096495,Secure Hash,java,0.970175,Non-Clone
7721817,6096495,Secure Hash,java,0.9797705,Non-Clone
7723720,6096495,Secure Hash,java,0.94565713,Non-Clone
7724381,6096495,Secure Hash,java,0.9284039,Non-Clone
7724382,6096495,Secure Hash,java,0.93280125,Non-Clone
7724383,6096495,Secure Hash,java,0.9421748,Non-Clone
7740384,6096495,Secure Hash,java,0.9578836,Non-Clone
7742362,6096495,Secure Hash,java,0.96813405,Non-Clone
7743888,6096495,Secure Hash,java,0.9590814,Non-Clone
7763536,6096495,Secure Hash,java,0.97576815,Non-Clone
7763542,6096495,Secure Hash,java,0.953436,Non-Clone
7764738,6096495,Secure Hash,java,0.9694131,Non-Clone
7771640,6096495,Secure Hash,java,0.9470707,Non-Clone
7772185,6096495,Secure Hash,java,0.96651983,Non-Clone
7780286,6096495,Secure Hash,java,0.9683603,Non-Clone
7781446,6096495,Secure Hash,java,0.9579469,Non-Clone
7783376,6096495,Secure Hash,java,0.9700208,Non-Clone
7788248,6096495,Secure Hash,java,0.9540717,Non-Clone
7793506,6096495,Secure Hash,java,0.93282413,Non-Clone
7794664,6096495,Secure Hash,java,0.9631345,Non-Clone
7795242,6096495,Secure Hash,java,0.9795197,Non-Clone
7804334,6096495,Secure Hash,java,0.9432464,Non-Clone
7808630,6096495,Secure Hash,java,0.9621886,Non-Clone
7813693,6096495,Secure Hash,java,0.9617493,Non-Clone
7835291,6096495,Secure Hash,java,0.945661,Non-Clone
7846983,6096495,Secure Hash,java,0.970463,Non-Clone
7858932,6096495,Secure Hash,java,0.9498858,Non-Clone
7876887,6096495,Secure Hash,java,0.9574668,Non-Clone
7879583,6096495,Secure Hash,java,0.9743695,Non-Clone
7888003,6096495,Secure Hash,java,0.9812287,Non-Clone
7892017,6096495,Secure Hash,java,0.971838,Non-Clone
7892018,6096495,Secure Hash,java,0.9706983,Non-Clone
7892019,6096495,Secure Hash,java,0.94906604,Non-Clone
7912424,6096495,Secure Hash,java,0.9474124,Non-Clone
7912429,6096495,Secure Hash,java,0.9501859,Non-Clone
7912431,6096495,Secure Hash,java,0.9561666,Non-Clone
7913902,6096495,Secure Hash,java,0.9641179,Non-Clone
7915539,6096495,Secure Hash,java,0.9427692,Non-Clone
7915541,6096495,Secure Hash,java,0.9573078,Non-Clone
7921929,6096495,Secure Hash,java,0.9422487,Non-Clone
7923809,6096495,Secure Hash,java,0.9731319,Non-Clone
7929202,6096495,Secure Hash,java,0.97606176,Non-Clone
7931070,6096495,Secure Hash,java,0.97069645,Non-Clone
7938204,6096495,Secure Hash,java,0.9482475,Non-Clone
7940668,6096495,Secure Hash,java,0.95095396,Non-Clone
7940670,6096495,Secure Hash,java,0.9554479,Non-Clone
7941593,6096495,Secure Hash,java,0.93781555,Non-Clone
7944675,6096495,Secure Hash,java,0.96072197,Non-Clone
7949737,6096495,Secure Hash,java,0.9680579,Non-Clone
7949925,6096495,Secure Hash,java,0.94628507,Non-Clone
7955626,6096495,Secure Hash,java,0.9651513,Non-Clone
7955627,6096495,Secure Hash,java,0.95866627,Non-Clone
7955628,6096495,Secure Hash,java,0.96648735,Non-Clone
7962827,6096495,Secure Hash,java,0.95924026,Non-Clone
7962828,6096495,Secure Hash,java,0.97398686,Non-Clone
7963020,6096495,Secure Hash,java,0.9726807,Non-Clone
7963021,6096495,Secure Hash,java,0.9755878,Non-Clone
7968226,6096495,Secure Hash,java,0.9499369,Non-Clone
7968227,6096495,Secure Hash,java,0.95077014,Non-Clone
7971514,6096495,Secure Hash,java,0.97217035,Non-Clone
7971517,6096495,Secure Hash,java,0.96244156,Non-Clone
7980994,6096495,Secure Hash,java,0.96257734,Non-Clone
7991960,6096495,Secure Hash,java,0.97462404,Non-Clone
7993256,6096495,Secure Hash,java,0.94675887,Non-Clone
8009353,6096495,Secure Hash,java,0.96095574,Non-Clone
8011561,6096495,Secure Hash,java,0.97921467,Non-Clone
8023216,6096495,Secure Hash,java,0.9684658,Non-Clone
8026730,6096495,Secure Hash,java,0.9730664,Non-Clone
8030358,6096495,Secure Hash,java,0.9636388,Non-Clone
8030374,6096495,Secure Hash,java,0.9714525,Non-Clone
8034397,6096495,Secure Hash,java,0.9658008,Non-Clone
8036546,6096495,Secure Hash,java,0.9779338,Non-Clone
8038106,6096495,Secure Hash,java,0.95009375,Non-Clone
8043802,6096495,Secure Hash,java,0.9675315,Non-Clone
8045452,6096495,Secure Hash,java,0.9507526,Non-Clone
8047794,6096495,Secure Hash,java,0.94429713,Non-Clone
8052997,6096495,Secure Hash,java,0.97287595,Non-Clone
8056812,6096495,Secure Hash,java,0.9710272,Non-Clone
8057273,6096495,Secure Hash,java,0.9614161,Non-Clone
8080531,6096495,Secure Hash,java,0.9486165,Non-Clone
8083397,6096495,Secure Hash,java,0.94115365,Non-Clone
8089466,6096495,Secure Hash,java,0.9621308,Non-Clone
8089472,6096495,Secure Hash,java,0.94513553,Non-Clone
8089476,6096495,Secure Hash,java,0.9737653,Non-Clone
8094176,6096495,Secure Hash,java,0.95417935,Non-Clone
8094177,6096495,Secure Hash,java,0.95417935,Non-Clone
8094178,6096495,Secure Hash,java,0.95417935,Non-Clone
8094179,6096495,Secure Hash,java,0.95417935,Non-Clone
8095642,6096495,Secure Hash,java,0.97895724,Non-Clone
8095652,6096495,Secure Hash,java,0.95948887,Non-Clone
8102570,6096495,Secure Hash,java,0.9777976,Non-Clone
8106670,6096495,Secure Hash,java,0.9520031,Non-Clone
8115487,6096495,Secure Hash,java,0.9703454,Non-Clone
8115821,6096495,Secure Hash,java,0.95013565,Non-Clone
8121266,6096495,Secure Hash,java,0.96971947,Non-Clone
8133359,6096495,Secure Hash,java,0.97956264,Non-Clone
8133469,6096495,Secure Hash,java,0.96053785,Non-Clone
8135370,6096495,Secure Hash,java,0.97555864,Non-Clone
8135624,6096495,Secure Hash,java,0.9383667,Non-Clone
8150736,6096495,Secure Hash,java,0.9498184,Non-Clone
8162672,6096495,Secure Hash,java,0.955272,Non-Clone
8166803,6096495,Secure Hash,java,0.9480315,Non-Clone
8169006,6096495,Secure Hash,java,0.97980034,Non-Clone
8176753,6096495,Secure Hash,java,0.9672077,Non-Clone
8177898,6096495,Secure Hash,java,0.92515105,Non-Clone
8177899,6096495,Secure Hash,java,0.94273806,Non-Clone
8177907,6096495,Secure Hash,java,0.96762115,Non-Clone
8179706,6096495,Secure Hash,java,0.96035945,Non-Clone
8184918,6096495,Secure Hash,java,0.9731074,Non-Clone
8190544,6096495,Secure Hash,java,0.94592965,Non-Clone
8196277,6096495,Secure Hash,java,0.97452277,Non-Clone
8203528,6096495,Secure Hash,java,0.9564625,Non-Clone
8203530,6096495,Secure Hash,java,0.9495127,Non-Clone
8203531,6096495,Secure Hash,java,0.9510583,Non-Clone
8211682,6096495,Secure Hash,java,0.9551533,Non-Clone
8223821,6096495,Secure Hash,java,0.93891907,Non-Clone
8223824,6096495,Secure Hash,java,0.9580043,Non-Clone
8229025,6096495,Secure Hash,java,0.96737015,Non-Clone
8232754,6096495,Secure Hash,java,0.9454677,Non-Clone
8249142,6096495,Secure Hash,java,0.9505012,Non-Clone
8249143,6096495,Secure Hash,java,0.9452423,Non-Clone
8259147,6096495,Secure Hash,java,0.97537965,Non-Clone
8262971,6096495,Secure Hash,java,0.95582706,Non-Clone
8265931,6096495,Secure Hash,java,0.94773746,Non-Clone
8271478,6096495,Secure Hash,java,0.9758928,Non-Clone
8284564,6096495,Secure Hash,java,0.97224045,Non-Clone
8284565,6096495,Secure Hash,java,0.96997577,Non-Clone
8292347,6096495,Secure Hash,java,0.9683115,Non-Clone
8301269,6096495,Secure Hash,java,0.9748554,Non-Clone
8305583,6096495,Secure Hash,java,0.9621121,Non-Clone
8305584,6096495,Secure Hash,java,0.9650377,Non-Clone
8305585,6096495,Secure Hash,java,0.9621121,Non-Clone
8310787,6096495,Secure Hash,java,0.95129555,Non-Clone
8310790,6096495,Secure Hash,java,0.9592667,Non-Clone
8318125,6096495,Secure Hash,java,0.9743412,Non-Clone
8322658,6096495,Secure Hash,java,0.9430919,Non-Clone
8324875,6096495,Secure Hash,java,0.9603827,Non-Clone
8333439,6096495,Secure Hash,java,0.95500684,Non-Clone
8354977,6096495,Secure Hash,java,0.960525,Non-Clone
8362268,6096495,Secure Hash,java,0.9704311,Non-Clone
8364729,6096495,Secure Hash,java,0.95886064,Non-Clone
8364731,6096495,Secure Hash,java,0.9500302,Non-Clone
8374992,6096495,Secure Hash,java,0.96308064,Non-Clone
8376714,6096495,Secure Hash,java,0.9670283,Non-Clone
8379268,6096495,Secure Hash,java,0.9624521,Non-Clone
8380070,6096495,Secure Hash,java,0.9683951,Non-Clone
8383076,6096495,Secure Hash,java,0.955802,Non-Clone
8383077,6096495,Secure Hash,java,0.954987,Non-Clone
8390787,6096495,Secure Hash,java,0.96206343,Non-Clone
8405519,6096495,Secure Hash,java,0.95587844,Non-Clone
8406767,6096495,Secure Hash,java,0.9483819,Non-Clone
8413106,6096495,Secure Hash,java,0.9712037,Non-Clone
8426509,6096495,Secure Hash,java,0.93963885,Non-Clone
8428276,6096495,Secure Hash,java,0.9672371,Non-Clone
8428277,6096495,Secure Hash,java,0.9692871,Non-Clone
8435924,6096495,Secure Hash,java,0.953298,Non-Clone
8436534,6096495,Secure Hash,java,0.96884686,Non-Clone
8436535,6096495,Secure Hash,java,0.95790684,Non-Clone
8436536,6096495,Secure Hash,java,0.9666805,Non-Clone
8436540,6096495,Secure Hash,java,0.9706656,Non-Clone
8436541,6096495,Secure Hash,java,0.95776886,Non-Clone
8436542,6096495,Secure Hash,java,0.9557746,Non-Clone
8436543,6096495,Secure Hash,java,0.9631223,Non-Clone
8436544,6096495,Secure Hash,java,0.9609767,Non-Clone
8436547,6096495,Secure Hash,java,0.95612574,Non-Clone
8447118,6096495,Secure Hash,java,0.97440016,Non-Clone
8451321,6096495,Secure Hash,java,0.97430617,Non-Clone
8464868,6096495,Secure Hash,java,0.97968733,Non-Clone
8492490,6096495,Secure Hash,java,0.954199,Non-Clone
8500867,6096495,Secure Hash,java,0.97541654,Non-Clone
8507681,6096495,Secure Hash,java,0.9747683,Non-Clone
8507750,6096495,Secure Hash,java,0.9729616,Non-Clone
8510719,6096495,Secure Hash,java,0.9656049,Non-Clone
8515637,6096495,Secure Hash,java,0.9484594,Non-Clone
8528753,6096495,Secure Hash,java,0.96329063,Non-Clone
8529529,6096495,Secure Hash,java,0.97537935,Non-Clone
8532409,6096495,Secure Hash,java,0.9727152,Non-Clone
8532411,6096495,Secure Hash,java,0.95188254,Non-Clone
8540402,6096495,Secure Hash,java,0.95814115,Non-Clone
8540403,6096495,Secure Hash,java,0.9781571,Non-Clone
8548319,6096495,Secure Hash,java,0.98464346,Non-Clone
8549059,6096495,Secure Hash,java,0.98163545,Non-Clone
